ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3992,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5,17.09
3993,BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,4,47.5
3994,Honda Amaze S i-Dtech,Delhi,2015,,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4.45
3995,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3.07
3996,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,11.5
3997,Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5 kmpl,0CC,85.8 bhp,5,2.95
3998,Toyota Etios G Safety,Kochi,2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,3.99
3999,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17 kmpl,799 CC,,5,2.99
4000,Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4 kmpl,1198 CC,,5,2.75
4001,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,6.5
4002,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,8.25
4003,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,4.75
4004,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6 kmpl,0CC,98.6 bhp,5,12.9
4005,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,38.94
4006,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5,13.5
4007,Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,4.67
4008,Maruti Wagon R LX BSIII,Jaipur,2005,,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,0.99
4009,BMW X5 xDrive 30d M Sport,Chennai,2017,6500000,Diesel,Automatic,First,15.97 kmpl,2993 CC,,5,65
4010,Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,,87000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,15.5
4011,Honda City V MT,Mumbai,2014,56000,,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,5.75
4012,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.2
4013,Chevrolet Optra 1.6 LS,Mumbai,,98798,Petrol,Manual,First,14.7 kmpl,1599 CC,104 bhp,5,1.5
4014,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,72000,Diesel,Manual,Second,22.32 kmpl,1582 CC,,5,5.8
4015,Maruti Ignis 1.3 Zeta,Mumbai,,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5,5.91
4016,Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5,10
4017,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,5.5
4018,Maruti Swift VDI,Chennai,2014,,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,5.25
4019,Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,8.85
4020,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,,3498 CC,271.72 bhp,4,32
4021,Chevrolet Optra Magnum 2.0 LT,Pune,,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,3.34
4022,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,4.25
4023,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,11.75
4024,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,16
4025,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.75
4026,Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,1.3
4027,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,,5,7.1
4028,Tata Indica GLS BS IV,Pune,2007,108995,Petrol,Manual,First,15.3 kmpl,1193 CC,65.3 bhp,5,1.25
4029,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,,8,5.1
4030,Audi A6 2011-2015 35 TFSI Technology,,2015,55985,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5,23.5
4031,Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,7.1
4032,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,3.3
4033,Toyota Corolla Altis Diesel D4DG,Coimbatore,,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,9.23
4034,Maruti Swift VVT VXI,Pune,,27755,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,5.45
4035,Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,1.99
4036,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,15.5
4037,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,31.12
4038,Honda City i VTEC VX Option,Ahmedabad,,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.25
4039,BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05 kmpl,0CC,154 bhp,5,10.49
4040,Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,3.5
4041,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,,16.2 kmpl,1199 CC,74 bhp,5,6.15
4042,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,25
4043,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,7.5
4044,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,5,160
4045,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,,20.54 kmpl,1598 CC,103.6 bhp,5,4.25
4046,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,1.97
4047,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,22.99
4048,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.72 kmpl,1461 CC,108.45 bhp,5,8.2
4049,Mahindra Bolero VLX BS IV,Chennai,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523 CC,63 bhp,7,4.5
4050,Honda Amaze S Petrol,Kochi,2016,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,,5,5.68
4051,Maruti Alto K10 VXI AGS,Pune,2015,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,3.3
4052,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5,2.74
4053,Maruti Baleno Delta 1.3,Hyderabad,2017,20000,Diesel,Manual,First,27.39 kmpl,1248 CC,,5,8.5
4054,Hyundai i10 Era,Ahmedabad,2008,60000,,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,1.99
4055,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5,4.11
4056,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,3.9
4057,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,6.25
4058,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,6
4059,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,,7.48
4060,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,6.6
4061,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,7.77
4062,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5,5.99
4063,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,4.01
4064,Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6 kmpl,0CC,70 bhp,5,2.15
4065,Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,4.76
4066,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,Diesel,Manual,First,12.99 kmpl,2494 CC,,8,9.35
4067,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5 kmpl,2925 CC,281.61 bhp,5,30
4068,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,3.5
4069,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,,17.4 kmpl,1497 CC,117.3 bhp,5,7
4070,Toyota Innova 2.5 G4 Diesel 7-seater,,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12.8
4071,Maruti Ciaz VXi Plus,Kochi,2017,44285,Petrol,Manual,First,20.73 kmpl,0CC,91.1 bhp,5,7.47
4072,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,4.9
4073,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,,8,8.5
4074,Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.85
4075,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,,12.05 kmpl,2179 CC,120 bhp,8,5.25
4076,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16 kmpl,1196 CC,,5,5.84
4077,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,39.75
4078,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48 kmpl,0CC,177 bhp,5,19
4079,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,7.25
4080,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,,5,1.6
4081,Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,5.95
4082,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,2.9
4083,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,1.89
4084,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,3
4085,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,4.61
4086,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,11.5
4087,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,2.05
4088,Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,3.3
4089,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,7.5
4090,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,,5,2.74
4091,Force One LX 4x4,Chennai,2014,,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7,12
4092,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,4.95
4093,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.38
4094,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.83 kmpl,0CC,99 bhp,5,7.55
4095,Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.15
4096,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.5
4097,Mercedes-Benz New C-Class C 200 CGI,Bangalore,2012,33000,Petrol,Automatic,First,14.74 kmpl,1991 CC,,5,16
4098,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,33
4099,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,1.5
4100,Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.9
4101,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,5.95
4102,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4.41
4103,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,138.03 bhp,7,4.5
4104,Chevrolet Beat LS,Hyderabad,2010,111111,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,2
4105,BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,,21.76 kmpl,1995 CC,190 bhp,5,26.5
4106,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,,5,2.58
4107,Audi RS5 Coupe,Mumbai,,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4,40.5
4108,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,,17.11 kmpl,1968 CC,174.33 bhp,5,24.74
4109,Hyundai Verna SX CRDi AT,Hyderabad,,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,5.75
4110,Maruti Wagon R LXI,Ahmedabad,,30000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,3.3
4111,Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,Petrol,Manual,First,0.0 kmpl,0CC,,,40.88
4112,Hyundai i20 1.2 Magna,Kolkata,2010,45807,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,1.87
4113,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,2.05
4114,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,20.25
4115,Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,,17.5 kmpl,1298 CC,85.8 bhp,5,4.25
4116,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5,21.99
4117,Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53 kmpl,0CC,138.1 bhp,5,3
4118,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,,5,2.4
4119,Honda Brio VX AT,Pune,2016,32000,,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.25
4120,Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56 kmpl,3200 CC,199.3 bhp,7,7.5
4121,Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,4.15
4122,Maruti Swift Dzire VXi,Bangalore,2009,,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,3.1
4123,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,4.35
4124,Skoda Yeti Ambition 4X2,Hyderabad,2012,,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5,7.99
4125,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,,5,1.25
4126,Audi A4 2.0 TDI Multitronic,,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,12.5
4127,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,4.6
4128,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,4.52
4129,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7.25
4130,Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.1 kmpl,0CC,,,1.75
4131,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,,7,9.24
4132,Renault Duster Petrol RxL,Kochi,2015,82603,Petrol,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5,4.9
4133,Maruti Swift VDI,Kochi,2016,,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,5.22
4134,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.3 kmpl,0CC,98.6 bhp,5,8
4135,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2017,43477,,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,38.15
4136,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,2.4
4137,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,3.45
4138,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,Diesel,Automatic,First,17.9 kmpl,0CC,136 bhp,5,30.3
4139,Hyundai i10 Era 1.1,Delhi,2011,54000,,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,2.2
4140,Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,21.67
4141,Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5,16.11
4142,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,4.35
4143,Maruti Baleno Zeta 1.2,Delhi,2018,22900,,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,7
4144,Maruti Swift VXi BSIV,Pune,2015,13769,,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5,4.41
4145,Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1 kmpl,0CC,55.2 bhp,5,3.5
4146,Honda Amaze S Petrol,Jaipur,2014,,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,4.5
4147,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,5.99
4148,Honda Civic 2006-2010 1.8 V MT,Hyderabad,,152000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5,3
4149,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,3.95
4150,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,5.48
4151,Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5,17.5
4152,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,,21.1 kmpl,1248 CC,73.9 bhp,5,5.05
4153,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,4.5
4154,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,,5,3.5
4155,Honda City 1.5 V AT,Delhi,2011,,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4.45
4156,Datsun redi-GO T,Kolkata,2016,,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,2.25
4157,Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,15.04 kmpl,1598 CC,,5,3.39
4158,Honda Jazz 1.5 V i DTEC,Pune,,97000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,6.4
4159,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,6.25
4160,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,4.75
4161,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,5.8
4162,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,3.25
4163,Hyundai Grand i10 Sportz,Mumbai,,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.85
4164,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95 kmpl,0CC,74 bhp,5,3.75
4165,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,,20.36 kmpl,1197 CC,78.9 bhp,5,3.9
4166,Mitsubishi Pajero 4X4 LHD,Bangalore,,155566,Diesel,Manual,Second,9.5 kmpl,2835 CC,118.6 bhp,6,9.15
4167,Tata Indica DLS,Kolkata,,75648,Diesel,Manual,First,13.5 kmpl,1405 CC,null bhp,5,0.82
4168,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36 kmpl,0CC,78.9 bhp,5,3
4169,Mahindra Ssangyong Rexton RX7,Bangalore,2013,72000,Diesel,Automatic,Second,11.18 kmpl,0CC,184 bhp,7,12.5
4170,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,6.1
4171,Maruti Baleno Zeta 1.2,Coimbatore,,17705,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.7
4172,Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8 kmpl,1248 CC,,5,3.1
4173,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,,15.1 kmpl,1196 CC,73 bhp,5,4.44
4174,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,18.78 kmpl,999 CC,75 bhp,5,5.68
4175,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,14.5
4176,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,2.05
4177,BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,24.68
4178,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0 kmpl,0CC,104.68 bhp,5,2.11
4179,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,112000,Diesel,Manual,First,12.8 kmpl,0CC,102 bhp,7,8.5
4180,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6 kmpl,1197 CC,,5,5.95
4181,Skoda Fabia 1.4 MPI Ambiente,Jaipur,,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,2.75
4182,Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,3.41
4183,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,,20.7 kmpl,1496 CC,113.98 bhp,4,23.8
4184,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47 kmpl,0CC,74 bhp,5,3.3
4185,Hyundai EON D Lite Plus,Kochi,,29832,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3.29
4186,Mercedes-Benz B Class B180,Delhi,,28000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,11.56
4187,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,16.13
4188,Hyundai Santro LS zipPlus,Chennai,,70000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5,0.65
4189,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,2.1
